query_id,customer_id,query_date,topic,message,resolved,escalated
QRY-4A4FD151,CUST-86A3804C,2025-05-24,Can,"Can I insure my rental property? I would appreciate your prompt response. This matter is critical, awaiting your quick response.",False,True
QRY-6CC6AA6B,CUST-99DCEB5D,2025-03-19,Can,Can I pay premiums quarterly? Could you please assist?,False,False
QRY-C70C960D,CUST-2077965B,2025-01-02,How,How do I file a claim for rental reimbursement? Looking forward to your reply. Please treat this with high priority.,False,True
QRY-3D628E86,CUST-91005FAD,2025-03-01,Can,Can I increase my coverage limits? Could you please assist? Kindly prioritize my request.,True,True
QRY-6476120C,CUST-AAFA52CD,2025-03-14,How,How do I get help with claim submission? I would appreciate your prompt response. Kindly prioritize my request.,True,True
QRY-6C4A68BF,CUST-7CCC7D59,2025-04-11,How,How do I know if my claim was approved? This requires immediate attention.,True,False
QRY-7C97C92E,CUST-6A534273,2025-03-06,Are,Are mental health counseling sessions included? Please respond at the earliest.,False,False
QRY-0E08FE2C,CUST-577722F1,2025-01-24,What,What are the coverage limits on my policy? Looking forward to your reply. I am escalating this issue due to its importance.,True,True
QRY-23F565AC,CUST-DDF953BD,2025-04-08,Can,Can I get coverage for dental surgeries? I would appreciate your prompt response. Please escalate this matter immediately!,True,True
QRY-BF43152E,CUST-7F9DF73A,2025-04-25,How,How do I update my contact number in policy documents? I would appreciate your prompt response.,False,False
QRY-F2BF99CE,CUST-ABE6F47A,2025-01-02,How,How do I file a claim for fire damage? Kindly provide an update.,False,False
QRY-2B6CD354,CUST-13ACDD94,2025-01-29,How,"How do I get assistance with claim filing? Can you check on this, please?",True,False
QRY-F2124DFF,CUST-31C8DE3B,2025-03-05,Are,Are maternity expenses covered? This is quite urgent for me.,True,False
QRY-8325743A,CUST-44A761EC,2025-01-30,Can,Can I add flood coverage to my home policy? I would appreciate your prompt response.,False,False
QRY-54842A2C,CUST-FE859A8A,2025-02-28,What,What is the maximum coverage for life insurance? I need your help with this.,True,False
QRY-FDA8786D,CUST-8A1EF852,2025-03-12,How,How do I file a claim for a car accident? Looking forward to your reply.,False,False
QRY-CBB5C231,CUST-A369156E,2025-04-23,Can,Can I add temporary coverage for a new vehicle? Looking forward to your reply.,False,False
QRY-EC18131A,CUST-E67E2540,2025-03-04,Can,Can I get coverage for pre-existing conditions? Kindly provide an update. Immediate assistance is needed.,True,True
QRY-728CE28B,CUST-7FB5F7C4,2025-04-08,How,"How do I dispute a premium charge on my bill? Can you check on this, please?",True,False
QRY-E01063A3,CUST-35739B00,2025-04-20,What,What is the process to renew my health insurance? I would appreciate your prompt response. Immediate assistance is needed.,False,True
QRY-4CEEE3EF,CUST-02E25DE1,2025-01-24,How,How do I file a claim for emergency room visits? I would appreciate your prompt response.,True,False
QRY-B91E7F67,CUST-D6603560,2025-04-04,How,How do I file a claim for fire damage? This is quite urgent for me. I require a prompt resolution.,True,True
QRY-02CAD3E7,CUST-285F331D,2025-04-06,How,How do I know if my claim requires additional documents? Looking forward to your reply.,False,False
QRY-024A7E9A,CUST-628CA623,2025-01-01,Can,"Can I get a refund for unused policy time? This requires immediate attention. This matter is critical, awaiting your quick response.",False,True
QRY-B7B61DD6,CUST-4AF2532D,2025-02-02,Can,Can I get insurance for business-related risks? Please clarify this issue. This issue needs urgent attention!,True,True
QRY-9090B8C7,CUST-AF2166AF,2025-02-14,Does,Does my policy cover earthquake damage? Could you please assist?,False,False
QRY-584BD13F,CUST-DCFB9B10,2025-02-27,What,"What is the cancellation policy for travel insurance? Can you check on this, please? Immediate assistance is needed.",True,True
QRY-226266DA,CUST-3C8331AE,2025-01-18,Are,"Are vaccinations covered under health insurance? Looking forward to your reply. This matter is critical, awaiting your quick response.",False,True
QRY-E2CB8589,CUST-A658CD46,2025-05-21,How,How do I get help with claim submission? This is quite urgent for me.,False,False
QRY-B74D436D,CUST-0A0DE2B0,2025-03-16,How,How do I file a claim for medical treatment expenses? Could you please assist? Please treat this with high priority.,False,True
QRY-C0E8A44F,CUST-9C7A11CD,2025-01-02,Are,"Are outpatient surgeries covered? Can you check on this, please? This is very urgent, please act fast!",True,True
QRY-04E4E8E6,CUST-11D4D8ED,2025-05-16,Can,"Can I get roadside assistance internationally? Can you check on this, please?",True,False
QRY-F8E62179,CUST-2DC41991,2025-01-14,How,How do I file a claim for accidental death? Please clarify this issue. I am escalating this issue due to its importance.,False,True
QRY-87EDA27F,CUST-FAD88293,2025-03-07,Can,Can I get coverage for dental surgeries? Please respond at the earliest.,False,False
QRY-4B9FE5D7,CUST-64BBD2B4,2025-03-22,How,How do I add a second driver to my vehicle insurance? Kindly provide an update.,False,False
QRY-1C389B6E,CUST-A901C714,2025-01-05,Can,Can I add my spouse to my insurance plan? Kindly provide an update.,False,False
QRY-8ADCECA1,CUST-43728E3F,2025-03-27,Can,Can I insure valuables like jewelry separately? This requires immediate attention.,True,False
QRY-CEB06B11,CUST-B5612D36,2025-03-26,How,How do I get a copy of my claim statement? This is quite urgent for me.,False,False
QRY-E8CAE924,CUST-09C14A8F,2025-05-04,What,What are the policy terms for travel cancellations? Looking forward to your reply.,False,False
QRY-34303F0C,CUST-CA8006BF,2025-05-05,Can,Can I get coverage for dental surgeries? I would appreciate your prompt response.,False,False
QRY-87E84AAC,CUST-1D6344DA,2025-02-21,Can,"Can I get an insurance quote online? Please clarify this issue. This is very urgent, please act fast!",True,True
QRY-CE5250F4,CUST-BB49BF1B,2025-03-22,What,What is the maximum coverage for life insurance? Could you please assist? Urgent: Please respond as soon as possible.,True,True
QRY-4A59F668,CUST-D2E68F10,2025-01-17,Can,Can I add a new driver with a clean record? This requires immediate attention. Immediate assistance is needed.,False,True
QRY-3D28A05F,CUST-02452A86,2025-02-16,How,How do I update my beneficiary for life insurance? This is quite urgent for me. Please escalate this matter immediately!,False,True
QRY-A218605F,CUST-6505EA42,2025-03-27,Is,"Is coverage available for alternative medical treatments? Can you check on this, please? Please escalate this matter immediately!",False,True
QRY-E4ECE29C,CUST-0B501B6E,2025-03-14,Can,Can I get roadside assistance internationally? I would appreciate your prompt response. Please treat this with high priority.,True,True
QRY-45BFEAA5,CUST-E9AF863E,2025-04-29,Are,Are sports injuries covered under travel insurance? Please respond at the earliest.,False,False
QRY-80B84278,CUST-232B920C,2025-01-15,Can,Can I add coverage for business equipment at home? Kindly provide an update.,True,False
QRY-44CDD447,CUST-BFDE2E6A,2025-02-23,Are,Are mental health counseling sessions included? This requires immediate attention. This issue needs urgent attention!,False,True
QRY-F6DF9E12,CUST-3C9E1333,2025-01-21,Can,Can I get insurance for my rental property? This requires immediate attention. Kindly prioritize my request.,False,True
QRY-83292CEC,CUST-550F433F,2025-01-17,Can,"Can I extend my travel insurance policy while abroad? Kindly provide an update. This matter is critical, awaiting your quick response.",False,True
QRY-E2B78421,CUST-48FDD4FB,2025-04-06,Can,Can I add a family member to my health insurance? Looking forward to your reply. I require a prompt resolution.,True,True
QRY-DB740108,CUST-6DC649A0,2025-03-26,Is,Is accidental death covered under my plan? This requires immediate attention.,True,False
QRY-B6135D8E,CUST-B3D11B05,2025-02-20,Are,Are mental health sessions reimbursable? Please clarify this issue.,False,False
QRY-4893C443,CUST-89C1731F,2025-04-20,How,How do I add roadside assistance to my existing plan? Please respond at the earliest. I am escalating this issue due to its importance.,True,True
QRY-31DBE879,CUST-AC340FE2,2025-03-06,How,How do I check the status of my premium payment? Please respond at the earliest.,False,False
QRY-1CA05A9A,CUST-4BDA26E0,2025-01-27,How,How do I update my mailing address? Looking forward to your reply.,True,False
QRY-029A4C8E,CUST-99EF35DA,2025-05-20,How,How do I update my contact number in policy documents? This is quite urgent for me. I am escalating this issue due to its importance.,True,True
QRY-1F2F647A,CUST-146E20D8,2025-01-01,How,How long does it take to receive claim payment? I would appreciate your prompt response. This issue needs urgent attention!,True,True
QRY-4E84DA99,CUST-92C44962,2025-02-10,Can,Can I get insurance for rental properties? This is quite urgent for me. I require a prompt resolution.,True,True
QRY-C34541AE,CUST-C01F83B5,2025-03-10,Can,Can I add a newborn child to my health insurance? Please clarify this issue.,True,False
QRY-CB12FAD0,CUST-69622725,2025-02-13,Can,Can I add a newborn to my family health insurance? Please respond at the earliest. Kindly prioritize my request.,False,True
QRY-C92E7546,CUST-57B31C27,2025-01-03,Is,Is the premium fixed for the policy term? Could you please assist?,False,False
QRY-A6849606,CUST-B2DAD5FB,2025-05-24,Can,Can I increase my coverage limits after buying a policy? Kindly provide an update.,False,False
QRY-9B7EB710,CUST-0BDBA7E0,2025-02-09,Can,Can I insure valuable items like jewelry separately? I would appreciate your prompt response.,True,False
QRY-BB0C84F8,CUST-08218632,2025-02-26,How,How do I submit medical bills for reimbursement? I would appreciate your prompt response.,False,False
QRY-5667ABB7,CUST-364C12ED,2025-04-18,What’s,What’s the max claim amount for travel insurance? I would appreciate your prompt response.,False,False
QRY-A868B5E3,CUST-B8956FC8,2025-01-11,How,How do I get help with filing a claim? This requires immediate attention. Please treat this with high priority.,True,True
QRY-B81F8E0A,CUST-59B16DCF,2025-01-11,Are,Are alternative medical treatments covered? Kindly provide an update. I require a prompt resolution.,True,True
QRY-868E6301,CUST-17D3E11B,2025-05-07,How,How do I add a co-insured person? I would appreciate your prompt response. Please treat this with high priority.,False,True
QRY-AD95E675,CUST-BC613201,2025-04-23,How,How long does claim settlement usually take? I need your help with this. Urgent: Please respond as soon as possible.,True,True
QRY-50395215,CUST-00387825,2025-02-08,How,How do I update my policy if I move? Please clarify this issue.,False,False
QRY-4E36A36C,CUST-C474E9C1,2025-04-19,Can,Can I get roadside assistance in remote areas? I would appreciate your prompt response.,False,False
QRY-6961A598,CUST-168CEE66,2025-05-26,How,How long does claim processing take? Kindly provide an update. Please escalate this matter immediately!,True,True
QRY-68C58299,CUST-150D8482,2025-01-31,Can,Can I get a refund if I cancel my policy early? Looking forward to your reply.,True,False
QRY-7F4116E2,CUST-A7B942AF,2025-02-02,How,How do I file a claim for rental reimbursement? Please respond at the earliest.,True,False
QRY-259D9105,CUST-71676913,2025-03-07,Can,"Can I get insurance for business-related risks? Looking forward to your reply. This is very urgent, please act fast!",False,True
QRY-EB89E643,CUST-5B5306E1,2025-05-23,Can,Can I renew my policy without a physical inspection? Looking forward to your reply.,False,False
QRY-887FCFFF,CUST-3CE65D21,2025-04-03,How,How do I check the status of my claim? Please clarify this issue.,False,False
QRY-0F77B6A2,CUST-2ACC3C48,2025-01-16,Can,Can I increase my coverage limits after buying a policy? This is quite urgent for me. Please treat this with high priority.,True,True
QRY-63335D72,CUST-94DA259F,2025-04-26,Can,Can I add flood coverage to my home insurance? This is quite urgent for me. This issue needs urgent attention!,True,True
QRY-D5C56B23,CUST-C3D06110,2025-01-26,Can,Can I add a second driver to my auto insurance? Kindly provide an update. I require a prompt resolution.,True,True
QRY-DA4B2465,CUST-73E6E1B0,2025-03-07,Is,Is coverage included for damage due to earthquakes? This is quite urgent for me.,False,False
QRY-C743811C,CUST-38022327,2025-01-25,What,What is the process for filing a theft claim? I need your help with this. I am escalating this issue due to its importance.,True,True
QRY-93B27F26,CUST-D756AD11,2025-05-03,How,How do I update my policy after buying a new car? Please respond at the earliest.,False,False
QRY-B881980F,CUST-19EEAC78,2025-02-28,What,What payment options are available for my premium? I need your help with this. Urgent: Please respond as soon as possible.,True,True
QRY-78C1FDCD,CUST-9CE4AD40,2025-01-16,Can,Can I get a refund if I cancel early? Please respond at the earliest.,False,False
QRY-512650D3,CUST-BF8FBF6C,2025-01-11,Can,"Can I add a newborn to my family health insurance? Can you check on this, please?",False,False
QRY-2AA3E690,CUST-4456CCBF,2025-04-20,What,What is the process for submitting a theft claim? Kindly provide an update.,True,False
QRY-7DFCA61A,CUST-5073821C,2025-05-04,Can,"Can I get a refund if I cancel early? This requires immediate attention. This is very urgent, please act fast!",True,True
QRY-105CB5F2,CUST-7553D123,2025-02-28,Can,Can I get a temporary insurance policy? Kindly provide an update. Urgent: Please respond as soon as possible.,True,True
QRY-6206D470,CUST-E87EEE5E,2025-01-10,How,How do I get an insurance quote online? Kindly provide an update.,True,False
QRY-CCBABAF7,CUST-9C4AF4E1,2025-05-25,Can,Can I add coverage for rental cars? Kindly provide an update.,True,False
QRY-32639BF3,CUST-A1DE33A4,2025-04-05,What,"What are the claim settlement timelines? This is quite urgent for me. This matter is critical, awaiting your quick response.",True,True
QRY-F799591F,CUST-B0D0AC6E,2025-01-30,What,What documents are needed for auto insurance claims? Kindly provide an update. Immediate assistance is needed.,False,True
QRY-846F4273,CUST-1AED9210,2025-02-10,How,"How do I file a claim for theft during travel? Can you check on this, please?",True,False
QRY-1C1850C8,CUST-D82AA23E,2025-03-14,How,How do I file a theft claim? Please respond at the earliest. Immediate assistance is needed.,False,True
QRY-5070CA13,CUST-30E576DB,2025-02-08,Are,"Are maternity expenses covered? Kindly provide an update. This is very urgent, please act fast!",True,True
QRY-0052295E,CUST-70B30DEC,2025-01-15,Are,Are alternative medical treatments covered? This requires immediate attention.,False,False
QRY-A96A609A,CUST-917F565B,2025-04-15,Can,Can I get coverage for dental surgeries? I need your help with this. Please escalate this matter immediately!,False,True
QRY-00BF9816,CUST-4FA1DE6C,2025-04-29,Is,Is accidental death covered in all life policies? Please clarify this issue. I am escalating this issue due to its importance.,False,True
QRY-C552E9C5,CUST-49BBA29B,2025-01-09,Can,Can I increase my deductible to lower my premium? Looking forward to your reply.,True,False
QRY-D7E47A34,CUST-7BDE575D,2025-04-05,Can,"Can I get a refund if I cancel early? This is quite urgent for me. This is very urgent, please act fast!",False,True
QRY-51DF6488,CUST-7AB9EA2D,2025-01-15,What,"What documents are needed to claim life insurance? Looking forward to your reply. This matter is critical, awaiting your quick response.",True,True
QRY-92E4268A,CUST-BF88FBFB,2025-02-19,Is,"Is accidental death covered in all life policies? I would appreciate your prompt response. This matter is critical, awaiting your quick response.",False,True
QRY-836CCCD8,CUST-65E9154F,2025-04-03,What,What is the penalty for late premium payments? Kindly provide an update.,True,False
QRY-93326C72,CUST-6D700BB3,2025-03-21,Are,"Are dental surgeries covered? Can you check on this, please?",True,False
QRY-91F2D4AC,CUST-FFC07D52,2025-01-08,Are,Are mental health treatments included? I need your help with this.,False,False
QRY-67CCC7E5,CUST-355BD68E,2025-03-25,What,What are the exclusions in my health insurance plan? This is quite urgent for me. I am escalating this issue due to its importance.,True,True
QRY-4D474C40,CUST-F1B49220,2025-04-26,How,How do I get an insurance quote online? Please clarify this issue.,False,False
QRY-4A00C8F3,CUST-420C44AE,2025-02-23,How,How do I check my claim history? This requires immediate attention. Please escalate this matter immediately!,False,True
QRY-E7A75791,CUST-EE5FE840,2025-03-26,Is,"Is coverage available for outpatient treatments? Looking forward to your reply. This matter is critical, awaiting your quick response.",False,True
QRY-A8B4D99A,CUST-E8257D47,2025-02-16,Are,Are sports injuries covered under travel insurance? Please respond at the earliest. I require a prompt resolution.,False,True
QRY-522B034B,CUST-4E022619,2025-04-17,Are,"Are mental health consultations covered? Can you check on this, please? Urgent: Please respond as soon as possible.",True,True
QRY-E00B2E6E,CUST-6FDD6E5F,2025-05-06,How,How do I add coverage for home renovations? Kindly provide an update.,False,False
QRY-ACC659AE,CUST-62FD2C35,2025-03-26,Can,Can I pay my insurance premium via autopay? I would appreciate your prompt response. I require a prompt resolution.,False,True
QRY-61D6E709,CUST-70FDD05C,2025-03-12,Are,Are preventive health check-ups covered? This requires immediate attention.,True,False
QRY-CF23C194,CUST-30BACB08,2025-03-04,Can,"Can I get roadside assistance with my auto insurance? Can you check on this, please?",False,False
QRY-95E28F0A,CUST-6D24D6CA,2025-03-07,Can,Can I pay my premiums online? Please clarify this issue.,True,False
QRY-ADFE2E43,CUST-B4A72355,2025-03-25,Are,Are preventive health check-ups covered? Kindly provide an update. Please escalate this matter immediately!,False,True
QRY-2547BD6B,CUST-63236CAF,2025-02-28,Can,Can I change my mailing address on file? Kindly provide an update.,False,False
QRY-B804B13A,CUST-846FC215,2025-05-20,Are,Are cosmetic surgeries covered? Please clarify this issue.,True,False
QRY-A9DDC882,CUST-E8DE417E,2025-05-10,Are,Are dental surgeries covered? Please respond at the earliest. I am escalating this issue due to its importance.,True,True
QRY-07E844AA,CUST-BC184774,2025-01-10,How,How do I check if my claim is approved? Kindly provide an update.,False,False
QRY-C59FEB59,CUST-50DA14BB,2025-04-07,Can,Can I pay my insurance premium via autopay? Could you please assist? Immediate assistance is needed.,False,True
QRY-F2204DE1,CUST-16181000,2025-03-22,How,How do I report a theft under my home insurance? Please respond at the earliest. This issue needs urgent attention!,False,True
QRY-2304A592,CUST-4B6D2679,2025-03-01,How,How do I update my beneficiary for life insurance? Please clarify this issue.,False,False
QRY-002BC80E,CUST-D831C8FF,2025-05-11,How,How do I file a claim for lost luggage? Looking forward to your reply. Please treat this with high priority.,False,True
QRY-E23E62BA,CUST-D1957D2E,2025-04-22,How,How do I get a copy of my insurance policy? Looking forward to your reply. I require a prompt resolution.,True,True
QRY-2A74415E,CUST-482881E6,2025-01-13,How,How do I dispute a premium charge on my bill? This requires immediate attention.,False,False
QRY-FE5A9503,CUST-511C20D7,2025-02-13,How,How do I file a claim for theft during travel? I would appreciate your prompt response. I am escalating this issue due to its importance.,True,True
QRY-B7E254E2,CUST-9002928A,2025-01-26,Are,Are preventive health screenings included? Kindly provide an update. I require a prompt resolution.,False,True
QRY-07D54882,CUST-B9B86A98,2025-04-14,What,What are the terms for policy renewal? Please clarify this issue. I am escalating this issue due to its importance.,True,True
QRY-20C6266E,CUST-33440437,2025-05-16,Is,Is coverage available for outpatient surgeries? Could you please assist? Please treat this with high priority.,True,True
QRY-9BD94119,CUST-F528B7DA,2025-05-17,What,What happens if I miss a premium payment? This requires immediate attention. I am escalating this issue due to its importance.,False,True
QRY-5C54AD0C,CUST-ABB60A58,2025-03-16,Can,Can I get insurance for a second home? Please clarify this issue.,True,False
QRY-56A4E30C,CUST-641CBBC8,2025-01-01,Is,Is accidental death covered in all life policies? I need your help with this.,True,False
QRY-E2A90F25,CUST-83587CB1,2025-05-14,How,"How do I file a claim for emergency room visits? Can you check on this, please?",False,False
QRY-245A8A34,CUST-26109513,2025-02-08,Are,Are travel cancellations due to COVID-19 covered? Please respond at the earliest. I require a prompt resolution.,False,True
QRY-E8608D6A,CUST-FA3928CB,2025-02-20,Are,Are mental health treatments included? This is quite urgent for me. This issue needs urgent attention!,False,True
QRY-AECBB47A,CUST-4FAFB823,2025-01-28,What,What is the coverage period for my travel insurance? Looking forward to your reply.,False,False
QRY-1FE76BD5,CUST-DBE43C6C,2025-03-12,Are,Are outpatient surgeries covered? I need your help with this.,True,False
QRY-70C80FB0,CUST-2C14BB70,2025-05-18,Can,Can I cancel my insurance policy via the app? Kindly provide an update.,True,False
QRY-4D531FC9,CUST-A7AFC996,2025-03-10,How,How do I get reimbursed for medical bills? This requires immediate attention.,False,False
QRY-E5A8DE3D,CUST-F87E2F8C,2025-03-27,Are,Are outpatient surgeries covered? This is quite urgent for me. Please escalate this matter immediately!,True,True
QRY-9F23BB0E,CUST-C751014E,2025-01-18,Are,Are outpatient prescription drugs covered? Looking forward to your reply.,True,False
QRY-06592A4D,CUST-722BE720,2025-01-05,Can,"Can I insure multiple vehicles under one policy? Can you check on this, please?",True,False
QRY-54BCD487,CUST-F33C2934,2025-02-26,What,What documents do I need to renew my policy? Looking forward to your reply. Please treat this with high priority.,False,True
QRY-E81732CA,CUST-981824FA,2025-01-12,Are,Are outpatient surgeries covered? Could you please assist?,False,False
QRY-5ECD4880,CUST-147292FF,2025-04-14,Are,"Are dental check-ups covered under my plan? Looking forward to your reply. This matter is critical, awaiting your quick response.",True,True
QRY-7AA190A7,CUST-DFF61F5F,2025-02-21,How,How do I file a claim for rental reimbursement? I need your help with this.,False,False
QRY-612846DF,CUST-7992C726,2025-02-22,How,How do I update my payment method? Please respond at the earliest.,False,False
QRY-7B53D04F,CUST-699ED6C8,2025-02-11,How,How do I add coverage for home renovations? I would appreciate your prompt response. Kindly prioritize my request.,False,True
QRY-A23DCA8D,CUST-21520751,2025-01-28,Can,Can I cancel my insurance policy via the app? This is quite urgent for me.,False,False
QRY-31A8D473,CUST-6F76D53A,2025-05-24,How,"How do I dispute incorrect information on my policy? This requires immediate attention. This is very urgent, please act fast!",False,True
QRY-D5A16C4A,CUST-793F8BAF,2025-02-05,How,How do I file a claim for lost luggage? Please clarify this issue. Kindly prioritize my request.,True,True
QRY-F7AFBB21,CUST-C3872FE4,2025-04-01,Can,Can I add a spouse to my health insurance? Kindly provide an update.,False,False
QRY-28F0B80F,CUST-94C04886,2025-03-21,What,What are the exclusions in my health insurance plan? I would appreciate your prompt response.,False,False
QRY-E2AE8A5E,CUST-B33DCD34,2025-04-13,Can,Can I get roadside assistance with my auto insurance? This is quite urgent for me. Kindly prioritize my request.,False,True
QRY-89188367,CUST-CF87337F,2025-01-22,What,What are the policy terms for travel cancellations? I would appreciate your prompt response. I require a prompt resolution.,False,True
QRY-4F5E2E47,CUST-E5959192,2025-02-06,How,How do I add a second driver to my vehicle insurance? Could you please assist? Please treat this with high priority.,False,True
QRY-FEEFC9C4,CUST-DEEA1B50,2025-04-28,How,"How do I get a copy of my insurance policy? Can you check on this, please?",False,False
QRY-7B5E2ACF,CUST-FA4F0F86,2025-03-02,Are,Are dental surgeries covered? Please clarify this issue.,True,False
QRY-0526154B,CUST-DCAE6507,2025-05-06,Are,"Are alternative therapies reimbursed? This requires immediate attention. This matter is critical, awaiting your quick response.",True,True
QRY-62359D31,CUST-CB72E3B7,2025-04-14,Can,"Can I change my insurance agent mid-term? This is quite urgent for me. This matter is critical, awaiting your quick response.",False,True
QRY-BE72594C,CUST-1D25148F,2025-03-27,How,"How do I report unauthorized charges on my policy? Please respond at the earliest. This matter is critical, awaiting your quick response.",False,True
QRY-676DC3F1,CUST-D4A7E034,2025-05-12,How,How do I file a theft claim? I need your help with this.,False,False
QRY-AE5040C6,CUST-0A259181,2025-03-05,Are,Are preventive health screenings included? This is quite urgent for me. Kindly prioritize my request.,True,True
QRY-3124037C,CUST-540819AB,2025-02-23,How,How do I update my bank account for auto-debit? I need your help with this. Immediate assistance is needed.,False,True
QRY-7010E69F,CUST-BDFDBB9B,2025-03-20,How,How do I file a claim for water damage at home? Please clarify this issue.,True,False
QRY-48C2D59B,CUST-5A04E079,2025-03-13,Can,"Can I add a second driver to my auto insurance? Can you check on this, please? This issue needs urgent attention!",True,True
QRY-9DBA34CA,CUST-3857D938,2025-03-24,What,What is the grace period for renewing my policy? Could you please assist?,False,False
QRY-FE8BB6FC,CUST-9FA2056C,2025-04-29,Are,Are outpatient surgeries covered? Please clarify this issue.,True,False
QRY-106DC014,CUST-05610162,2025-05-07,Are,Are travel cancellations covered due to COVID-19? I need your help with this. Kindly prioritize my request.,False,True
QRY-DB01D7A1,CUST-CD0495A1,2025-01-10,Can,Can I add a second driver to my auto insurance? Could you please assist? Immediate assistance is needed.,False,True
QRY-4F85F011,CUST-0AA5F3E0,2025-05-19,Is,Is accidental death covered under my plan? This is quite urgent for me. Please treat this with high priority.,False,True
QRY-17A6D83C,CUST-1A4C44C7,2025-02-12,How,How do I submit supporting documents for claims? Kindly provide an update. This issue needs urgent attention!,True,True
QRY-EA061B49,CUST-CECC1ABA,2025-01-28,Can,Can I pay my insurance premium via autopay? Kindly provide an update.,True,False
QRY-2F8B6316,CUST-E64E3089,2025-03-15,What,What is the procedure for filing a claim for injury? This is quite urgent for me. I require a prompt resolution.,False,True
QRY-7EE07784,CUST-3DE2AC82,2025-03-17,How,How do I get a copy of my insurance policy? Please clarify this issue. Urgent: Please respond as soon as possible.,False,True
QRY-1B076453,CUST-1B5890E9,2025-04-21,Are,Are alternative medical treatments covered? This is quite urgent for me.,False,False
QRY-EFEB7534,CUST-A75B25A6,2025-02-17,How,"How do I file a claim for water damage at home? Can you check on this, please? Please treat this with high priority.",False,True
QRY-A44A9E80,CUST-F8220018,2025-03-16,How,How do I add a second driver to my vehicle insurance? Looking forward to your reply.,False,False
QRY-870DDBE5,CUST-C4AF0B9B,2025-04-16,Are,Are mental health treatments included? Please clarify this issue.,False,False
QRY-0E838EFF,CUST-ECEEBAB3,2025-04-02,Are,Are there discounts for no claims history? Looking forward to your reply. Immediate assistance is needed.,True,True
QRY-6970FEEB,CUST-0888B83B,2025-01-15,Is,Is coverage available for outpatient surgeries? I would appreciate your prompt response. Please treat this with high priority.,False,True
QRY-4BC8B782,CUST-B67B153C,2025-01-15,How,How do I file a claim for fire damage? Looking forward to your reply.,False,False
QRY-BB8CE2CA,CUST-17CF9B86,2025-05-08,How,How do I check the status of my premium payment? This is quite urgent for me. Urgent: Please respond as soon as possible.,False,True
QRY-76673624,CUST-A5D4D978,2025-03-31,Are,Are preventive health check-ups covered? I would appreciate your prompt response. Kindly prioritize my request.,False,True
QRY-1F64839B,CUST-BBFB5613,2025-01-08,Can,"Can I pay premiums quarterly? Can you check on this, please? Please treat this with high priority.",False,True
QRY-7FF0DD6B,CUST-C7B0C8A6,2025-02-02,Is,Is coverage available for alternative medical treatments? Kindly provide an update. Please treat this with high priority.,False,True
QRY-C0298976,CUST-EBEE505E,2025-04-05,How,How do I file a claim for fire damage? Please clarify this issue. Please escalate this matter immediately!,False,True
QRY-756B6AAA,CUST-C3F54677,2025-01-18,How,How do I submit medical bills for reimbursement? Please respond at the earliest.,True,False
QRY-4D27D07C,CUST-C2B5195F,2025-01-07,How,How do I increase my coverage limits? Please respond at the earliest. I am escalating this issue due to its importance.,True,True
QRY-EB00EAF1,CUST-CC6CD9DB,2025-04-01,How,How do I add a second driver to my vehicle insurance? I need your help with this.,False,False
QRY-719971EE,CUST-7EABC3DE,2025-01-19,Are,Are ambulance charges included in my policy? Looking forward to your reply.,True,False
QRY-B8CEBE1D,CUST-5BFC5C77,2025-01-20,Can,Can I get insurance for my rental property? I need your help with this. Immediate assistance is needed.,False,True
QRY-28F6AFCF,CUST-E9DBCFB6,2025-02-15,How,How do I add coverage for home security systems? Kindly provide an update.,False,False
QRY-0AD452C4,CUST-2D7B3810,2025-02-23,Are,"Are outpatient prescription drugs covered? Kindly provide an update. This matter is critical, awaiting your quick response.",False,True
QRY-977EAD98,CUST-F7323EB1,2025-05-15,Are,Are outpatient surgeries covered by my insurance? Could you please assist?,False,False
QRY-4A91EC21,CUST-A71E63FC,2025-01-21,Are,Are pre-existing conditions covered? I would appreciate your prompt response.,False,False
QRY-D218B812,CUST-98C17B38,2025-05-05,Are,Are sports-related injuries covered under health plans? This is quite urgent for me. This issue needs urgent attention!,True,True
QRY-C151862B,CUST-0393BEB9,2025-01-27,Are,Are sports injuries covered under travel insurance? This is quite urgent for me. I am escalating this issue due to its importance.,True,True
QRY-27995F07,CUST-0028509E,2025-02-19,How,How do I file a claim for medical treatment expenses? Kindly provide an update.,True,False
QRY-75B1835A,CUST-0CEBD134,2025-04-29,How,How do I add coverage for home security systems? Please respond at the earliest. Please treat this with high priority.,False,True
QRY-307187F0,CUST-3049410A,2025-01-21,Are,Are pre-existing conditions covered? I would appreciate your prompt response. Urgent: Please respond as soon as possible.,False,True
QRY-87E3DEFD,CUST-F92DAB91,2025-02-10,Can,"Can I add my spouse to my insurance plan? Please respond at the earliest. This matter is critical, awaiting your quick response.",False,True
QRY-BC119E51,CUST-F42F5FEC,2025-04-22,How,How do I update my bank account for auto-debit? Please respond at the earliest.,False,False
QRY-75EDA295,CUST-E731A688,2025-04-22,Can,Can I change my insurance agent during the term? Kindly provide an update.,True,False
QRY-AAB3ECC7,CUST-88E03E72,2025-02-20,Is,Is accidental death covered in all life policies? I need your help with this. Please treat this with high priority.,False,True
QRY-6D5EACFA,CUST-E819E64E,2025-02-25,Can,"Can I purchase insurance for a second home? Please clarify this issue. This is very urgent, please act fast!",True,True
